recordKey,detailId,mediaId,mediaType,inventoryNumber,yearRaw,field,hitType,category,matchedTerm,matchedTermNormalized,canonicalName,matchSource,stmGazetteerId,ambiguityCount,title,snippet,lowHangingSpecific,reviewBucket
b271b634-006f-10b6-ebb1-a4d10b4894d1::35213bf2-a061-baa9-b943-21e485de6d71,b271b634-006f-10b6-ebb1-a4d10b4894d1,35213bf2-a061-baa9-b943-21e485de6d71,image,SR-NA_01_0283_023,1980,description,person,person,Surinaamse Krijgsmacht,surinaamse krijgsmacht,Surinaamse Krijgsmacht,heuristic-capitalized-sequence,,2,Kolonel Elstak,"80 (de Sergeantencoup) was hij de eerste bevelhebber van de Surinaamse Krijgsmacht. Hij verklaarde in een gesprek met een journalist dat hij een kennis had die op bezoek was, hij is toen omgedoopt tot K",false,needs-review
b27f3786-2147-cbe5-e6b1-df0222e4f734::ce102016-92a7-39e8-88b7-d38f1c3cc62f,b27f3786-2147-cbe5-e6b1-df0222e4f734,ce102016-92a7-39e8-88b7-d38f1c3cc62f,video,SR-NA_02_1363,Onbekend,personsRaw,person,person,Chan Santokhi,chan santokhi,Chan Santokhi,nas-persons-field,,1,Chan Santokhi over de schuldpositie van Suriname,Chan Santokhi,true,high-precision
b296c352-117f-9bc8-8145-a0e935544dda::3402b22a-266c-7b2d-38cb-f8dc6ce5ff55,b296c352-117f-9bc8-8145-a0e935544dda,3402b22a-266c-7b2d-38cb-f8dc6ce5ff55,image,SR-NA_01_0283_013,1980,description,person,person,Leerlingen Kennedyschool,leerlingen kennedyschool,Leerlingen Kennedyschool,heuristic-capitalized-sequence,,2,Leerlingen Kennedyschool,Leerlingen Kennedyschool Foto's van leerlingen van de Kennedyschool,false,needs-review
b2bc3921-bda0-5fc4-73dc-60e8677549b9::752f8f1e-78c6-ed96-d47f-f9374c718a1f,b2bc3921-bda0-5fc4-73dc-60e8677549b9,752f8f1e-78c6-ed96-d47f-f9374c718a1f,image,SR-NA_03_0007_025,juni 1976,description,person,person,Oud Paramaribo,oud paramaribo,Oud Paramaribo,heuristic-capitalized-sequence,,2,"Suralco magazine, juni 1976","en door Or. J. Schulz/Photos: Dr. J. Schulz. Wandeling door Oud Paramaribo, Is een bijdrage van de Stichting ter Bevordering van het Toerisme. 's Lands Spoorwegen/The railway of Suriname, Is een",false,needs-review
b2bc3921-bda0-5fc4-73dc-60e8677549b9::752f8f1e-78c6-ed96-d47f-f9374c718a1f,b2bc3921-bda0-5fc4-73dc-60e8677549b9,752f8f1e-78c6-ed96-d47f-f9374c718a1f,image,SR-NA_03_0007_025,juni 1976,description,person,person,Lands Spoorwegen,lands spoorwegen,Lands Spoorwegen,heuristic-capitalized-sequence,,2,"Suralco magazine, juni 1976","drage van de Stichting ter Bevordering van het Toerisme. 's Lands Spoorwegen/The railway of Suriname, Is een bijdrage van de redaktie. OMSLAG/COVER Eén van de oudste locomotieven van '8 Lands Spo",false,needs-review
b2d1074a-1f5c-f4b2-2bb3-4dcb6a75df3c::eeec11fb-fdcb-2f91-e4c2-9a9eef63647d,b2d1074a-1f5c-f4b2-2bb3-4dcb6a75df3c,eeec11fb-fdcb-2f91-e4c2-9a9eef63647d,video,SR-NA_02_0204,1981,description,person,person,Henk Chin,henk chin,Henk Chin,heuristic-capitalized-sequence,,2,Interview met Henk Chin A Sen,"Interview met Henk Chin A Sen Premier Henk Chin A Sen legt uit waarom hij na zijn aantreden, na de coup van 1980, zei dat Suriname ziek is en g",false,needs-review
b2d1074a-1f5c-f4b2-2bb3-4dcb6a75df3c::eeec11fb-fdcb-2f91-e4c2-9a9eef63647d,b2d1074a-1f5c-f4b2-2bb3-4dcb6a75df3c,eeec11fb-fdcb-2f91-e4c2-9a9eef63647d,video,SR-NA_02_0204,1981,description,person,person,Premier Henk Chin,premier henk chin,Premier Henk Chin,heuristic-capitalized-sequence,,2,Interview met Henk Chin A Sen,"Interview met Henk Chin A Sen Premier Henk Chin A Sen legt uit waarom hij na zijn aantreden, na de coup van 1980, zei dat Suriname ziek is en gezond gemaakt moet worde",false,needs-review
b2d5c1ec-9028-a4bb-9d46-52552a0b0cba::ce858389-ef1f-0ea1-e87c-258a5e1973d2,b2d5c1ec-9028-a4bb-9d46-52552a0b0cba,ce858389-ef1f-0ea1-e87c-258a5e1973d2,video,SR-NA_02_0928,1990,description,person,person,Iwan Wijngaarde,iwan wijngaarde,Iwan Wijngaarde,heuristic-capitalized-sequence,,2,Landbouwvoorlichtingsprogramma LVV over WTO-regels,"Landbouwvoorlichtingsprogramma LVV over WTO-regels Iwan Wijngaarde in een programma van het Ministerie van Landbouw, Veeteelt en Visserij (LVV) over een onderzoek onder landbouwers in he",false,needs-review
b2d5c1ec-9028-a4bb-9d46-52552a0b0cba::ce858389-ef1f-0ea1-e87c-258a5e1973d2,b2d5c1ec-9028-a4bb-9d46-52552a0b0cba,ce858389-ef1f-0ea1-e87c-258a5e1973d2,video,SR-NA_02_0928,1990,description,person,person,Remy Grauwde,remy grauwde,Remy Grauwde,heuristic-capitalized-sequence,,2,Landbouwvoorlichtingsprogramma LVV over WTO-regels,"van LVV is betrokken. Aan het woord komen: LVV-coördinator Remy Grauwde, Landbouwer Vroom, Wim Baijnath van de coöperatie Weg naar Zee en LVV-minister Geetapersad Gangaram Panday Tomaten, koo",false,needs-review
b2d5c1ec-9028-a4bb-9d46-52552a0b0cba::ce858389-ef1f-0ea1-e87c-258a5e1973d2,b2d5c1ec-9028-a4bb-9d46-52552a0b0cba,ce858389-ef1f-0ea1-e87c-258a5e1973d2,video,SR-NA_02_0928,1990,description,person,person,Landbouwer Vroom,landbouwer vroom,Landbouwer Vroom,heuristic-capitalized-sequence,,2,Landbouwvoorlichtingsprogramma LVV over WTO-regels,"trokken. Aan het woord komen: LVV-coördinator Remy Grauwde, Landbouwer Vroom, Wim Baijnath van de coöperatie Weg naar Zee en LVV-minister Geetapersad Gangaram Panday Tomaten, kool (koro), Cedrehe-",false,needs-review
b2d5c1ec-9028-a4bb-9d46-52552a0b0cba::ce858389-ef1f-0ea1-e87c-258a5e1973d2,b2d5c1ec-9028-a4bb-9d46-52552a0b0cba,ce858389-ef1f-0ea1-e87c-258a5e1973d2,video,SR-NA_02_0928,1990,description,person,person,Wim Baijnath,wim baijnath,Wim Baijnath,heuristic-capitalized-sequence,,2,Landbouwvoorlichtingsprogramma LVV over WTO-regels,"oord komen: LVV-coördinator Remy Grauwde, Landbouwer Vroom, Wim Baijnath van de coöperatie Weg naar Zee en LVV-minister Geetapersad Gangaram Panday Tomaten, kool (koro), Cedrehe-weg",false,needs-review
b2d5c1ec-9028-a4bb-9d46-52552a0b0cba::ce858389-ef1f-0ea1-e87c-258a5e1973d2,b2d5c1ec-9028-a4bb-9d46-52552a0b0cba,ce858389-ef1f-0ea1-e87c-258a5e1973d2,video,SR-NA_02_0928,1990,description,person,person,Geetapersad Gangaram Panday,geetapersad gangaram panday,Geetapersad Gangaram Panday,heuristic-capitalized-sequence,,2,Landbouwvoorlichtingsprogramma LVV over WTO-regels,"Wim Baijnath van de coöperatie Weg naar Zee en LVV-minister Geetapersad Gangaram Panday Tomaten, kool (koro), Cedrehe-weg",false,needs-review
b3096227-9b73-1138-de78-fa77bf9ea12c::58d58c38-fa00-729c-a443-40e80917dec0,b3096227-9b73-1138-de78-fa77bf9ea12c,58d58c38-fa00-729c-a443-40e80917dec0,video,SR-NA_02_0747,Onbekend,description,person,person,Staatkundige Onafhankelijkheid,staatkundige onafhankelijkheid,Staatkundige Onafhankelijkheid,heuristic-capitalized-sequence,,2,Decoratie in verband met Srefidensi 2003,"er gedecoreerden in november 2003 in het kader van '28 jaar Staatkundige Onafhankelijkheid' Onderscheiding, Ronald Venetiaan",false,needs-review
b3096227-9b73-1138-de78-fa77bf9ea12c::58d58c38-fa00-729c-a443-40e80917dec0,b3096227-9b73-1138-de78-fa77bf9ea12c,58d58c38-fa00-729c-a443-40e80917dec0,video,SR-NA_02_0747,Onbekend,description,person,person,Ronald Venetiaan,ronald venetiaan,Ronald Venetiaan,heuristic-capitalized-sequence,,2,Decoratie in verband met Srefidensi 2003,"an '28 jaar Staatkundige Onafhankelijkheid' Onderscheiding, Ronald Venetiaan",false,needs-review
b30ece0c-afee-75bf-7e18-b05290da4295::fc5960a6-0157-617a-6c88-fdb18b57642f,b30ece0c-afee-75bf-7e18-b05290da4295,fc5960a6-0157-617a-6c88-fdb18b57642f,image,SR-NA_03_088_011,1981,description,person,person,Relaties Trinidad,relaties trinidad,Relaties Trinidad,heuristic-capitalized-sequence,,2,NVD-Nieuws No. 9 /26 februari - 4 maart 1981,tra coup verijdeld. SLM-raad van commissarissen aan de slag Relaties Trinidad-Suriname Instituut voor emancipatie van de vrouw Emancipatie voor de vrouw President Chin a sen juicht ideologische d,false,needs-review
b30ece0c-afee-75bf-7e18-b05290da4295::fc5960a6-0157-617a-6c88-fdb18b57642f,b30ece0c-afee-75bf-7e18-b05290da4295,fc5960a6-0157-617a-6c88-fdb18b57642f,image,SR-NA_03_088_011,1981,description,person,person,"Suriname 
Instituut",suriname instituut,"Suriname 
Instituut",heuristic-capitalized-sequence,,2,NVD-Nieuws No. 9 /26 februari - 4 maart 1981,. SLM-raad van commissarissen aan de slag Relaties Trinidad-Suriname Instituut voor emancipatie van de vrouw Emancipatie voor de vrouw President Chin a sen juicht ideologische discussie toe Staatso,false,needs-review
b30ece0c-afee-75bf-7e18-b05290da4295::fc5960a6-0157-617a-6c88-fdb18b57642f,b30ece0c-afee-75bf-7e18-b05290da4295,fc5960a6-0157-617a-6c88-fdb18b57642f,image,SR-NA_03_088_011,1981,description,person,person,President Chin,president chin,President Chin,heuristic-capitalized-sequence,,2,NVD-Nieuws No. 9 /26 februari - 4 maart 1981,ut voor emancipatie van de vrouw Emancipatie voor de vrouw President Chin a sen juicht ideologische discussie toe Staatsolie sluit overeenkomst Premieheffing voor AOV-fonds Uitvoering urgentiep,false,needs-review
b30ece0c-afee-75bf-7e18-b05290da4295::fc5960a6-0157-617a-6c88-fdb18b57642f,b30ece0c-afee-75bf-7e18-b05290da4295,fc5960a6-0157-617a-6c88-fdb18b57642f,image,SR-NA_03_088_011,1981,description,person,person,"Scheepvaartstudie
Surinaamse",scheepvaartstudie surinaamse,"Scheepvaartstudie
Surinaamse",heuristic-capitalized-sequence,,2,NVD-Nieuws No. 9 /26 februari - 4 maart 1981,mst Premieheffing voor AOV-fonds Uitvoering urgentieprojekt Scheepvaartstudie Surinaamse technische school Directeur van buitenlandse zaken teruggekeerd Uniform schoolkleding Moeders dragen bij tot verbeterin,false,needs-review
b3178af1-2a6b-94e3-c82f-62708aaae33a::b8cb4a82-0b4b-7622-b0e9-7a9b1165c593,b3178af1-2a6b-94e3-c82f-62708aaae33a,b8cb4a82-0b4b-7622-b0e9-7a9b1165c593,image,SR-NA_03_0007_004,1984,description,person,person,Suralco Rapport Suralcowerknemers,suralco rapport suralcowerknemers,Suralco Rapport Suralcowerknemers,heuristic-capitalized-sequence,,2,Suralco Rapport Suralcowerknemers 1984,Suralco Rapport Suralcowerknemers 1984 Inhoud: De aluminium-industrie in 1984. Algemeen overzicht Suraico in 1984. Verschepingen. Kapitaalsuitgaven. Pers,false,needs-review
b3178af1-2a6b-94e3-c82f-62708aaae33a::b8cb4a82-0b4b-7622-b0e9-7a9b1165c593,b3178af1-2a6b-94e3-c82f-62708aaae33a,b8cb4a82-0b4b-7622-b0e9-7a9b1165c593,image,SR-NA_03_0007_004,1984,description,person,person,Staat Suriname,staat suriname,Staat Suriname,heuristic-capitalized-sequence,,2,Suralco Rapport Suralcowerknemers 1984,dische verzorging. Financiële informatie. Betalingen aan de Staat Suriname. Betalingen aan leveranciers e.d. Herinvestering. Een vergelijking. In perspektief. Vooruitzichten,false,needs-review
b33545e4-0ff8-4eee-4dda-2a4247e27530::41b713e5-f416-aaeb-fabf-26b58b27342c,b33545e4-0ff8-4eee-4dda-2a4247e27530,41b713e5-f416-aaeb-fabf-26b58b27342c,video,SR-NA_02_1316,,description,place,plantation,Amsterdam,amsterdam,Amsterdam,stm-gazetteer,stm-00714,3,Na 't Nieuws met Erwin de Vries,"es. Onderwerpen zijn onder andere: het slavernijmonument in Amsterdam, ter herinnering aan het slavernijverleden van Nederland, Suriname en de Antillen. Erwin de Vries praat ook over enkele",false,ambiguous
b33545e4-0ff8-4eee-4dda-2a4247e27530::41b713e5-f416-aaeb-fabf-26b58b27342c,b33545e4-0ff8-4eee-4dda-2a4247e27530,41b713e5-f416-aaeb-fabf-26b58b27342c,video,SR-NA_02_1316,,description,place,plantation,Amsterdam,amsterdam,Amsterdam,stm-gazetteer,stm-01208,3,Na 't Nieuws met Erwin de Vries,"es. Onderwerpen zijn onder andere: het slavernijmonument in Amsterdam, ter herinnering aan het slavernijverleden van Nederland, Suriname en de Antillen. Erwin de Vries praat ook over enkele",false,ambiguous
b33545e4-0ff8-4eee-4dda-2a4247e27530::41b713e5-f416-aaeb-fabf-26b58b27342c,b33545e4-0ff8-4eee-4dda-2a4247e27530,41b713e5-f416-aaeb-fabf-26b58b27342c,video,SR-NA_02_1316,,description,place,plantation,Amsterdam,amsterdam,Amsterdam,stm-gazetteer,stm-01410,3,Na 't Nieuws met Erwin de Vries,"es. Onderwerpen zijn onder andere: het slavernijmonument in Amsterdam, ter herinnering aan het slavernijverleden van Nederland, Suriname en de Antillen. Erwin de Vries praat ook over enkele",false,ambiguous
b33545e4-0ff8-4eee-4dda-2a4247e27530::41b713e5-f416-aaeb-fabf-26b58b27342c,b33545e4-0ff8-4eee-4dda-2a4247e27530,41b713e5-f416-aaeb-fabf-26b58b27342c,video,SR-NA_02_1316,,personsRaw,person,person,Erwin de Vries,erwin de vries,Erwin de Vries,nas-persons-field,,1,Na 't Nieuws met Erwin de Vries,Erwin de Vries,true,high-precision
b33545e4-0ff8-4eee-4dda-2a4247e27530::41b713e5-f416-aaeb-fabf-26b58b27342c,b33545e4-0ff8-4eee-4dda-2a4247e27530,41b713e5-f416-aaeb-fabf-26b58b27342c,video,SR-NA_02_1316,,personsRaw,person,person,Humbert Pinas,humbert pinas,Humbert Pinas,nas-persons-field,,1,Na 't Nieuws met Erwin de Vries,Humbert Pinas,true,high-precision
b33545e4-0ff8-4eee-4dda-2a4247e27530::41b713e5-f416-aaeb-fabf-26b58b27342c,b33545e4-0ff8-4eee-4dda-2a4247e27530,41b713e5-f416-aaeb-fabf-26b58b27342c,video,SR-NA_02_1316,,description,person,person,Gesprek Erwin,gesprek erwin,Gesprek Erwin,heuristic-capitalized-sequence,,2,Na 't Nieuws met Erwin de Vries,Na 't Nieuws met Erwin de Vries Gesprek Erwin de Vries in het programma Na 't Nieuws. Humbert Pinas interviewt kunstenaar Erwin de Vries. Onderwerpen zijn onder ande,false,needs-review
b33545e4-0ff8-4eee-4dda-2a4247e27530::41b713e5-f416-aaeb-fabf-26b58b27342c,b33545e4-0ff8-4eee-4dda-2a4247e27530,41b713e5-f416-aaeb-fabf-26b58b27342c,video,SR-NA_02_1316,,description,person,person,Jagernath Lachmon,jagernath lachmon,Jagernath Lachmon,heuristic-capitalized-sequence,,2,Na 't Nieuws met Erwin de Vries,"le van zijn werken zoals een vrije beeld en een portret van Jagernath Lachmon Portret, slavernij monument",false,needs-review
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Componisten: 1. Ruth Koenders,componisten 1 ruth koenders,Componisten: 1. Ruth Koenders,nas-persons-field,,1,Suripop-5 1988 deel 3,Componisten: 1. Ruth Koenders,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Dren Kon Tru,dren kon tru,Dren Kon Tru,nas-persons-field,,1,Suripop-5 1988 deel 3,Dren Kon Tru,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,zang: Lucretia Muringen,zang lucretia muringen,zang: Lucretia Muringen,nas-persons-field,,1,Suripop-5 1988 deel 3,zang: Lucretia Muringen,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,2. Johan Herbert,2 johan herbert,2. Johan Herbert,nas-persons-field,,1,Suripop-5 1988 deel 3,2. Johan Herbert,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Yu Fosi Lobi,yu fosi lobi,Yu Fosi Lobi,nas-persons-field,,1,Suripop-5 1988 deel 3,Yu Fosi Lobi,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,zang: Darl Filemon,zang darl filemon,zang: Darl Filemon,nas-persons-field,,1,Suripop-5 1988 deel 3,zang: Darl Filemon,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,3. Vincent Hooplot,3 vincent hooplot,3. Vincent Hooplot,nas-persons-field,,1,Suripop-5 1988 deel 3,3. Vincent Hooplot,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Mi Swit? Presi,mi swit presi,Mi Swit? Presi,nas-persons-field,,1,Suripop-5 1988 deel 3,Mi Swit? Presi,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,zang: Roy van Ommeren,zang roy van ommeren,zang: Roy van Ommeren,nas-persons-field,,1,Suripop-5 1988 deel 3,zang: Roy van Ommeren,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,4. Hugo Landolf,4 hugo landolf,4. Hugo Landolf,nas-persons-field,,1,Suripop-5 1988 deel 3,4. Hugo Landolf,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Still I Love You Mister Drunker,still i love you mister drunker,Still I Love You Mister Drunker,nas-persons-field,,1,Suripop-5 1988 deel 3,Still I Love You Mister Drunker,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,zang: Reguillio Alberg,zang reguillio alberg,zang: Reguillio Alberg,nas-persons-field,,1,Suripop-5 1988 deel 3,zang: Reguillio Alberg,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,5. Albert Bergen,5 albert bergen,5. Albert Bergen,nas-persons-field,,1,Suripop-5 1988 deel 3,5. Albert Bergen,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Lonely Game,lonely game,Lonely Game,nas-persons-field,,1,Suripop-5 1988 deel 3,Lonely Game,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,zang: Delano Weltevreden,zang delano weltevreden,zang: Delano Weltevreden,nas-persons-field,,1,Suripop-5 1988 deel 3,zang: Delano Weltevreden,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,6. Erik Refos/Siegfried Geerling,6 erik refos siegfried geerling,6. Erik Refos/Siegfried Geerling,nas-persons-field,,1,Suripop-5 1988 deel 3,6. Erik Refos/Siegfried Geerling,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Brasa Mi,brasa mi,Brasa Mi,nas-persons-field,,1,Suripop-5 1988 deel 3,Brasa Mi,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,zang: Paul Ameerali & Silvy Singoredjo,zang paul ameerali silvy singoredjo,zang: Paul Ameerali & Silvy Singoredjo,nas-persons-field,,1,Suripop-5 1988 deel 3,zang: Paul Ameerali & Silvy Singoredjo,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,7. Hugo Landolf,7 hugo landolf,7. Hugo Landolf,nas-persons-field,,1,Suripop-5 1988 deel 3,7. Hugo Landolf,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Still I Love You,still i love you,Still I Love You,nas-persons-field,,1,Suripop-5 1988 deel 3,Still I Love You,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,8. Harold Gessel,8 harold gessel,8. Harold Gessel,nas-persons-field,,1,Suripop-5 1988 deel 3,8. Harold Gessel,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Sondro Yu,sondro yu,Sondro Yu,nas-persons-field,,1,Suripop-5 1988 deel 3,Sondro Yu,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,zang: Jimmy Westfa,zang jimmy westfa,zang: Jimmy Westfa,nas-persons-field,,1,Suripop-5 1988 deel 3,zang: Jimmy Westfa,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,9. Raymond Amatoemar,9 raymond amatoemar,9. Raymond Amatoemar,nas-persons-field,,1,Suripop-5 1988 deel 3,9. Raymond Amatoemar,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Gi Yu Nanga Mi,gi yu nanga mi,Gi Yu Nanga Mi,nas-persons-field,,1,Suripop-5 1988 deel 3,Gi Yu Nanga Mi,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,zang,zang,zang,nas-persons-field,,1,Suripop-5 1988 deel 3,zang,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Silvy Singoredjo,silvy singoredjo,Silvy Singoredjo,nas-persons-field,,1,Suripop-5 1988 deel 3,Silvy Singoredjo,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,10. Erik Refos/Siegfried Geerling,10 erik refos siegfried geerling,10. Erik Refos/Siegfried Geerling,nas-persons-field,,1,Suripop-5 1988 deel 3,10. Erik Refos/Siegfried Geerling,true,high-precision
b35f4d6f-4174-6cec-5afa-c9b6be8302cc::0da814b9-8032-ad55-d050-492ab97bda0c,b35f4d6f-4174-6cec-5afa-c9b6be8302cc,0da814b9-8032-ad55-d050-492ab97bda0c,video,SR-NA_02_1032_003,1988,personsRaw,person,person,Ef? A Kan,ef a kan,Ef? A Kan,nas-persons-field,,1,Suripop-5 1988 deel 3,Ef? A Kan,true,high-precision
